questionNumber,questionText,goodVotes,totalVotes,invalidVotes,noVotes,agreeOptionNumber,agreeTotalVotes,agreePercentage,agreeRank,disagreeOptionNumber,disagreeTotalVotes,disagreePercentage,disagreeRank
1,ท่านเห็นชอบว่า สมควรมีรัฐธรรมนูญฉบับใหม่หรือไม่?,6520808,6571999,36179,15012,1,3270648,50.16,1,2,3250160,49.84,2
