id,number,title,firstName,lastName,name,photoUrl,pmCandidateRank,partyId,partyCode,partyName,partyabbreviation,partyColor
32365eb8-7873-4bd5-a653-7c76313d94eb,35,พลเรือโท,เอกราช,พรหมลัมภัก,พลเรือโทเอกราช พรหมลัมภัก,,,03347cbc-6089-474c-a3f6-484ae981c9a6,43,พรรคพลังประชารัฐ,,#1565C0
52871a49-5688-45c5-8287-d4a0fef82cc7,35,นางสาว,ชุติมา,คชพันธ์,นางสาวชุติมา คชพันธ์,https://gbqmnnammihcoxshkdxd.supabase.co/storage/v1/object/public/partylist-photos/46/035.jpg,,1116011c-1ef3-4cca-a186-c1b9f7984ede,46,พรรคประชาชน,,#F57C00
55889cf8-fc0f-458a-8dbc-61e897e40653,35,นาย,ชาญฤทธิ์,ปราณประเสริฐ,นายชาญฤทธิ์ ปราณประเสริฐ,,,7f4755ca-ea3a-4023-869d-9cabba328db0,33,พรรคประชาชาติ,,#2E7D32
6a383ab8-035b-417c-8c10-cd7230a0f84b,35,นาย,เทพฤทธิ์,ฤทธิณรงค์,นายเทพฤทธิ์ ฤทธิณรงค์,,,115da917-bf32-4e96-a2ae-b7818d0909ee,6,พรรครวมไทยสร้างชาติ,,#FF6D00
6ef48b8a-6e67-4a8c-bb72-8f8f9bffaab2,35,นาย,สุรเกียรติ,เทียนทอง,นายสุรเกียรติ เทียนทอง,https://gbqmnnammihcoxshkdxd.supabase.co/storage/v1/object/public/partylist-photos/9/035.jpg,,2d8a1c84-0bc8-4377-965d-c020a0097c27,9,พรรคเพื่อไทย,,#E4002B
80c44349-06be-4234-866f-4b2e71e29ae0,35,นาย,ศุภเวศย์,รณะนันทน์,นายศุภเวศย์ รณะนันทน์,,,cb1b6cf2-41fa-49b1-a060-01acf13edc81,48,พรรคไทยสร้างไทย,,#00ACC1
84ae2147-ec92-432c-8e12-ec70d8f89d7f,35,นาย,เอกภพ,เพียรพิเศษ,นายเอกภพ เพียรพิเศษ,,,013c219e-e197-416d-84ea-00ba9c35465e,37,พรรคภูมิใจไทย,,#3949AB
8501bd96-1fa8-4f34-810c-584e65d90c23,35,นาย,อาณัติ วัชรางกุร,ณ เชียงใหม่,นายอาณัติ วัชรางกุร ณ เชียงใหม่,,,339fa187-133c-4766-a6c2-36d1b32cda8f,23,พรรคปวงชนไทย,,#827717
93ed1394-2767-43e4-aa54-707f319c2ffc,35,นาย,ชาญธาดา,ปวินท์ธนาธร,นายชาญธาดา ปวินท์ธนาธร,,,bcdcd19b-d619-47dd-8535-fafb6bc6f4d8,12,พรรคเสรีรวมไทย,,#C62828
beb053ee-9942-4118-a9ab-8e9ed35eabb0,35,นาย,ณัฐวัฒน์,ชั้นอินทร์งาม,นายณัฐวัฒน์ ชั้นอินทร์งาม,,,a62aca08-91b7-4f3f-ba8f-cb9e884a3799,42,พรรคกล้าธรรม,,#5D4037
