partyId,partyCode,partyName,partyColor,totalVotes,constituencySeats,partyListSeats,totalSeats,percentage
1116011c-1ef3-4cca-a186-c1b9f7984ede,46,พรรคประชาชน,#F57C00,0,4,0,4,0.8
115da917-bf32-4e96-a2ae-b7818d0909ee,6,พรรครวมไทยสร้างชาติ,#FF6D00,0,1,0,1,0.2
d7155f6d-736d-42c0-8bc0-00ee6e1970dc,27,พรรคประชาธิปัตย์,#0066B3,0,1,0,1,0.2
